latitude,longitude,wind_speed
41.5,-68.25,16.933088302612305
41.5,-68.0,17.220050811767578
41.5,-67.75,17.340900421142578
41.5,-67.5,18.0753231048584
41.5,-67.25,19.452951431274414
41.5,-67.0,19.036691665649414
41.25,-125.0,16.737815856933594
41.25,-124.75,16.86326026916504
41.25,-124.5,17.222869873046875
41.25,-124.25,17.610641479492188
41.25,-71.0,15.47301197052002
41.25,-70.5,15.017977714538574
41.25,-70.25,16.152517318725586
41.25,-70.0,19.556669235229492
41.25,-69.75,17.64080810546875
41.25,-69.5,15.989818572998047
41.25,-69.25,17.1037654876709
41.25,-69.0,16.72792625427246
41.25,-68.75,17.059316635131836
41.25,-68.5,17.72563362121582
41.25,-68.25,16.990447998046875
41.25,-68.0,16.318008422851562
41.25,-67.75,16.691944122314453
41.25,-67.5,19.943435668945312
41.25,-67.25,19.70208740234375
41.25,-67.0,19.755817413330078
41.0,-125.0,20.819698333740234
41.0,-124.75,16.735204696655273
41.0,-124.5,16.112321853637695
41.0,-124.25,16.055238723754883
41.0,-71.5,15.33846378326416
41.0,-71.25,15.263531684875488
41.0,-71.0,15.073125839233398
41.0,-70.75,15.239184379577637
41.0,-70.5,16.587862014770508
41.0,-70.25,18.324604034423828
41.0,-70.0,18.60792350769043
41.0,-69.75,16.51030921936035
41.0,-69.5,16.82379722595215
41.0,-69.25,16.262954711914062
41.0,-69.0,15.955068588256836
41.0,-68.75,17.49928092956543
41.0,-68.5,17.085914611816406
41.0,-68.25,17.96568489074707
41.0,-68.0,16.980863571166992
41.0,-67.75,22.465208053588867
41.0,-67.5,21.939943313598633
41.0,-67.25,20.93813705444336
41.0,-67.0,19.619718551635742
40.75,-125.0,19.172260284423828
40.75,-124.75,15.934344291687012
40.75,-124.5,17.439729690551758
40.75,-113.25,16.30589485168457
40.75,-72.25,15.839463233947754
40.75,-71.0,15.882807731628418
40.75,-70.75,15.396868705749512
40.75,-70.5,15.173582077026367
40.75,-70.25,16.149595260620117
40.75,-70.0,16.396255493164062
40.75,-69.75,17.658740997314453
40.75,-69.5,17.516984939575195
40.75,-69.25,16.450117111206055
40.75,-69.0,17.49455451965332
40.75,-68.75,16.865903854370117
40.75,-68.5,16.647754669189453
40.75,-68.25,19.97813606262207
40.75,-68.0,22.031402587890625
40.75,-67.75,19.249975204467773
40.75,-67.5,18.2232723236084
40.75,-67.25,17.899553298950195
40.75,-67.0,18.533470153808594
40.5,-125.0,16.312461853027344
40.5,-124.75,17.84798812866211
40.5,-124.5,15.305256843566895
40.5,-113.5,16.197856903076172
40.5,-113.25,16.13186264038086
40.5,-73.75,15.938583374023438
40.5,-73.5,15.965768814086914
40.5,-73.25,15.675315856933594
40.5,-73.0,15.14859676361084
40.5,-72.75,16.954084396362305
40.5,-72.5,17.096744537353516
40.5,-72.25,16.433700561523438
40.5,-72.0,15.329294204711914
40.5,-71.5,15.166488647460938
40.5,-71.25,16.571231842041016
40.5,-71.0,16.167652130126953
40.5,-70.75,16.819862365722656
40.5,-70.5,17.298559188842773
40.5,-70.25,17.457719802856445
40.5,-70.0,18.22785186767578
40.5,-69.75,18.057920455932617
40.5,-69.5,17.74308204650879
40.5,-69.25,17.212291717529297
40.5,-69.0,16.497522354125977
40.5,-68.75,16.67829132080078
40.5,-68.5,17.448949813842773
40.5,-68.25,17.85700798034668
40.5,-68.0,18.236848831176758
40.5,-67.75,16.930835723876953
40.5,-67.5,16.90984344482422
40.5,-67.25,18.042724609375
40.5,-67.0,18.242774963378906
40.25,-125.0,15.791545867919922
40.25,-113.5,17.355541229248047
40.25,-73.5,16.5622615814209
40.25,-73.25,16.358478546142578
40.25,-73.0,16.63644790649414
40.25,-72.75,15.525466918945312
40.25,-72.5,15.408919334411621
40.25,-72.25,15.396327018737793
40.25,-72.0,15.776346206665039
40.25,-71.75,15.702940940856934
40.25,-71.5,16.678855895996094
40.25,-71.25,17.886152267456055
40.25,-71.0,16.837373733520508
40.25,-70.75,16.43117332458496
40.25,-70.5,17.425090789794922
40.25,-70.25,17.80376625061035
40.25,-70.0,17.97964096069336
40.25,-69.75,17.90395164489746
40.25,-69.5,16.826292037963867
40.25,-69.25,17.286531448364258
40.25,-69.0,16.331283569335938
40.25,-68.75,18.177854537963867
40.25,-68.5,20.46286392211914
40.25,-68.25,19.202716827392578
40.25,-68.0,17.71714973449707
40.25,-67.75,18.78485107421875
40.25,-67.5,18.20510482788086
40.25,-67.25,18.119464874267578
40.25,-67.0,17.940113067626953
40.0,-125.0,15.6210355758667
40.0,-124.5,16.8710994720459
40.0,-124.25,16.12662696838379
40.0,-113.5,15.931633949279785
40.0,-73.75,15.493457794189453
40.0,-73.5,16.36869239807129
40.0,-73.25,15.66793441772461
40.0,-72.5,16.076885223388672
40.0,-72.25,15.294650077819824
40.0,-72.0,16.023502349853516
40.0,-71.75,17.256053924560547
40.0,-71.5,18.38327980041504
40.0,-71.25,18.72264289855957
40.0,-71.0,16.96245002746582
40.0,-70.75,16.77183723449707
40.0,-70.5,16.71498680114746
40.0,-70.25,17.311086654663086
40.0,-70.0,16.715839385986328
40.0,-69.75,16.0783634185791
40.0,-69.5,15.49275016784668
40.0,-69.25,15.628388404846191
40.0,-69.0,17.157377243041992
40.0,-68.75,19.93523406982422
40.0,-68.5,20.10927391052246
40.0,-68.25,20.217199325561523
40.0,-68.0,19.475862503051758
40.0,-67.75,18.381376266479492
40.0,-67.5,18.35679817199707
40.0,-67.25,17.75881004333496
40.0,-67.0,17.96297264099121
39.75,-125.0,15.382057189941406
39.75,-124.75,15.268877983093262
39.75,-124.25,15.084493637084961
39.75,-109.75,16.099491119384766
39.75,-109.25,15.021049499511719
39.75,-74.0,15.210775375366211
39.75,-73.75,17.828603744506836
39.75,-73.5,16.703510284423828
39.75,-73.25,16.989320755004883
39.75,-73.0,15.865374565124512
39.75,-72.75,15.086533546447754
39.75,-72.25,15.942588806152344
39.75,-72.0,17.55328941345215
39.75,-71.75,17.358795166015625
39.75,-71.5,16.62896156311035
39.75,-71.25,17.00650978088379
39.75,-71.0,16.695295333862305
39.75,-70.75,15.549778938293457
39.75,-70.5,16.491230010986328
39.75,-70.25,16.0632266998291
39.75,-70.0,15.207858085632324
39.75,-69.75,15.495906829833984
39.75,-69.5,15.284651756286621
39.75,-69.25,17.69995880126953
39.75,-69.0,20.385929107666016
39.75,-68.75,18.662973403930664
39.75,-68.5,19.238407135009766
39.75,-68.25,18.72296142578125
39.75,-68.0,18.07369041442871
39.75,-67.75,18.081546783447266
39.75,-67.5,17.994823455810547
39.75,-67.25,18.15326690673828
39.75,-67.0,17.91689109802246
39.5,-125.0,15.647478103637695
39.5,-124.75,15.344082832336426
39.5,-124.25,15.109369277954102
39.5,-112.75,16.496017456054688
39.5,-112.5,16.57476043701172
39.5,-73.25,15.192727088928223
39.5,-73.0,16.366498947143555
39.5,-72.75,16.499496459960938
39.5,-72.5,16.416109085083008
39.5,-72.25,15.767657279968262
39.5,-72.0,15.7178955078125
39.5,-71.75,15.666871070861816
39.5,-71.5,15.898253440856934
39.5,-71.25,16.897090911865234
39.5,-71.0,15.963730812072754
39.5,-70.75,16.16732406616211
39.5,-70.5,16.42851448059082
39.5,-70.25,15.144381523132324
39.5,-70.0,15.764620780944824
39.5,-69.75,17.135866165161133
39.5,-69.5,19.046348571777344
39.5,-69.25,18.89470672607422
39.5,-69.0,18.42648696899414
39.5,-68.75,18.605688095092773
39.5,-68.5,18.806379318237305
39.5,-68.25,18.118440628051758
39.5,-68.0,17.894163131713867
39.5,-67.75,17.842689514160156
39.5,-67.5,17.395971298217773
39.5,-67.25,17.715364456176758
39.5,-67.0,17.67877769470215
39.25,-125.0,15.545148849487305
39.25,-124.75,15.015978813171387
39.25,-113.0,16.01491355895996
39.25,-112.75,16.292884826660156
39.25,-112.5,17.19185447692871
39.25,-74.25,15.50662612915039
39.25,-74.0,15.700039863586426
39.25,-73.75,16.5728816986084
39.25,-72.5,15.833182334899902
39.25,-72.25,16.10206413269043
39.25,-72.0,16.46744155883789
39.25,-71.75,16.2349796295166
39.25,-71.5,16.87877655029297
39.25,-71.25,19.205110549926758
39.25,-71.0,19.460275650024414
39.25,-70.75,19.427810668945312
39.25,-70.5,16.77387046813965
39.25,-70.25,16.722288131713867
39.25,-70.0,15.557984352111816
39.25,-69.75,15.655251502990723
39.25,-69.5,17.16283416748047
39.25,-69.25,18.77817153930664
39.25,-69.0,18.533870697021484
39.25,-68.75,17.9218692779541
39.25,-68.5,17.753175735473633
39.25,-68.25,17.44928741455078
39.25,-68.0,17.552186965942383
39.25,-67.75,17.31904411315918
39.25,-67.5,17.414060592651367
39.25,-67.25,17.595548629760742
39.25,-67.0,17.32595443725586
39.0,-125.0,15.410374641418457
39.0,-124.75,15.499136924743652
39.0,-124.5,15.373055458068848
39.0,-124.25,15.61905288696289
39.0,-112.75,17.439979553222656
39.0,-112.5,16.020002365112305
39.0,-73.5,15.923686981201172
39.0,-73.0,15.430459022521973
39.0,-72.75,15.633891105651855
39.0,-72.5,15.735007286071777
39.0,-72.25,16.132434844970703
39.0,-72.0,17.506332397460938
39.0,-71.75,16.80622673034668
39.0,-71.5,19.40877342224121
39.0,-71.25,23.225826263427734
39.0,-71.0,21.40272331237793
39.0,-70.75,20.806520462036133
39.0,-70.5,17.193735122680664
39.0,-70.25,17.905384063720703
39.0,-70.0,19.686838150024414
39.0,-69.75,19.70229721069336
39.0,-69.5,19.295352935791016
39.0,-69.25,19.697154998779297
39.0,-69.0,19.33805274963379
39.0,-68.75,18.885604858398438
39.0,-68.5,18.245450973510742
39.0,-68.25,17.76805305480957
39.0,-68.0,17.107500076293945
39.0,-67.75,17.26913070678711
39.0,-67.5,17.380002975463867
39.0,-67.25,17.135311126708984
39.0,-67.0,16.43178939819336
38.75,-125.0,15.517193794250488
38.75,-124.75,15.760991096496582
38.75,-113.0,16.42482566833496
38.75,-112.75,17.46787452697754
38.75,-74.75,15.307894706726074
38.75,-73.0,15.534398078918457
38.75,-72.75,16.49112319946289
38.75,-72.5,16.61454200744629
38.75,-72.25,16.819046020507812
38.75,-72.0,17.164234161376953
38.75,-71.75,19.70557975769043
38.75,-71.5,21.845333099365234
38.75,-71.25,21.419910430908203
38.75,-71.0,21.091236114501953
38.75,-70.75,19.246353149414062
38.75,-70.5,19.51199722290039
38.75,-70.25,19.128015518188477
38.75,-70.0,18.914194107055664
